ids,Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address,Avg Area Comfort
3755,70839.34598,6.602366427,7.272131535,4.01,43347.1708,Rs21907.81703862682,"63180 Carlos Throughway Suite 149
Mcconnellstad, AL 83502-6895",
3756,57136.45576,5.197156478,?,,26915.14573,"$886,536.43 ","33328 Christopher Wall
Daytown, AZ 93829",
3757,45862.13138,5.453673165,5.128000604,2.4,40339.03535,Rs7684.747091760167,"USNS Wallace
FPO AP 94167-1961",
3758,70268.39879,5.918998289,4.365670693,3.12,39143.57004,"$1,012,545.49 ","36248 Smith Avenue
South Rebecca, AZ 14861",
3759,74030.61555,4.723381297,?,,46784.72521,Rs15927.933178219895,"445 Johnson Rue
North Andrew, RI 94297",
3760,72324.61837,7.657627826,5.820731843,2.41,46351.47061,"$1,692,308.59 ","33535 Alvarado Junctions Apt. 327
Leville, ME 36143-8095",
3761,70489.293,5.907266843,7.025480822,5.06,48796.54452,Rs20556.617207454023,"8489 Johnson Throughway
West Brianna, NV 24375",
3762,45530.76804,5.402340617,?,,31000.29904,"$426,906.18 ","241 David Radial
Arielmouth, WI 24753",
3763,50768.3966,5.172956406,8.017690842,6.19,32501.30031,Rs11237.039899636246,"94169 Rachel Ranch
East Catherineport, SD 70475-4606",
3764,55593.07981,7.920281693,7.976184127,5.45,42067.69394,"$1,574,526.98 ","95191 Holmes Lights Apt. 546
Stuartberg, SD 11501",
3765,89030.56171,6.243065203,?,,61402.315,Rs27113.957127653197,"498 Campbell Spur
Timothyton, WY 94818",
3766,77984.28105,6.73211894,5.620779364,4.27,41723.23587,"$1,488,535.16 ","315 Valerie Summit
Scottchester, HI 13703",
3767,69084.55163,6.765076366,5.772280412,3.02,39229.57971,Rs15887.522665790986,"58244 Gregory Stravenue Suite 061
Markberg, OR 63045",
3768,60865.56162,5.005418656,?,,50842.60665,"$927,677.42 ","9027 Amanda Skyway Suite 280
Tylerhaven, WA 61983",
3769,78255.84477,6.527109335,7.4326178,4.18,25101.34937,Rs19862.236666801735,"7835 Lee Park
North Hollyland, PR 82345",
3770,66347.04471,4.643660663,5.335454984,2.11,44644.24779,"$930,493.33 ","764 Christina Groves
Lake John, ME 30645",
3771,67839.53007,7.640478985,?,,61073.2803,Rs23866.659251485264,"9259 Osborne Mountain
Hughesmouth, MP 25441",
3772,58694.51502,7.394768108,9.269452625,4.32,49960.97724,"$1,708,631.37 ","Unit 7385 Box 9302
DPO AP 21450",
3773,69876.39825,6.844688738,7.731538743,6.21,27379.90017,Rs19287.96162743207,"67623 King Street Suite 141
Solisbury, MT 04837",
3774,67079.97604,5.767121991,?,,33434.09618,"$1,204,214.03 ","0709 Willis Motorway
Heatherfort, FM 22804",
3775,71920.0673,5.241977551,6.169854621,4.3,29505.84117,Rs14517.790534511258,"84171 Johns Wells Apt. 868
Sarahberg, DC 35407",0.665359752
3776,72490.81469,5.453652414,5.662264374,4.25,17981.45047,"$699,222.84 ","824 Kari Gateway
East Shelly, MT 69900",
3777,65354.14001,5.756912712,?,,33946.93546,Rs16068.189736094031,"41950 Navarro Light
East Amanda, ME 66433-0001",
3778,76493.31516,6.790966649,8.026935026,3.34,41848.37111,"$1,761,960.57 ","8123 Brad Ridge Suite 510
East Daniel, MS 75510-8888",
3779,50502.09419,7.407850298,6.666403436,3.17,37593.86249,Rs17153.031945038703,"3025 Steven Underpass
Foleymouth, NM 73471",
3780,57942.29221,5.471723698,?,,33388.08215,"$816,058.22 ","965 Murphy Pine Apt. 929
South Joditon, ND 44858",
3781,60935.56171,5.691659801,6.714489334,3.05,26703.92133,Rs11663.403910498699,"Unit 2286 Box 6344
DPO AP 49001-4308",
3782,43192.11441,7.55182054,6.91893027,3.24,34134.02099,"$1,054,606.98 ","792 Cameron Vista Apt. 831
Villarrealmouth, MN 48095-1533",
3783,66631.10886,6.77202151,?,,61361.73048,Rs22856.88365007123,"69002 Ford Route Apt. 555
Marcberg, VI 90052",
3784,68696.34726,6.378851617,7.346886988,4.03,41856.71867,"$1,601,527.41 ","3011 Gray Bypass
Hodgesstad, AS 71104",
3785,51026.01921,4.868855426,7.204504545,4.06,23853.4987,Rs5681.339740648448,"1289 Amanda Extensions
South Ericshire, GU 99528-9481",
3786,88054.31029,5.75867714,?,,22289.73348,"$1,454,699.23 ","558 Jackson Overpass Apt. 511
South Brittanyshire, GU 55774",
3787,50362.53809,5.582573935,4.608842675,2.4,23611.05623,Rs4188.904457024,"56573 Matthew Extension Apt. 145
Suzannemouth, GU 54881",
3788,66320.99448,6.287340353,6.808607098,2.5,16803.47999,"$933,609.26 ","158 Martin Roads
Michellemouth, LA 58398-0605",
3789,76926.14478,5.97725042,?,,45836.01687,Rs18048.472138617566,"728 William Drive
Ortizville, TN 98109",
3790,74905.35292,5.981717244,7.503816552,5.06,41190.74957,"$1,587,357.95 ","15465 Davis Forks Apt. 153
Wardton, NY 26628-8352",
3791,76149.69359,7.241230672,6.632118776,3.42,31566.96055,Rs19435.638742514133,"043 Ryan Junctions Suite 853
North Joanna, IA 67146-0005",
3792,65643.86248,6.350233498,?,,48882.49036,"$1,265,927.36 ","79881 Myers Fords
North Larry, WI 13795",
3793,74910.40483,5.949550209,7.152198619,6.26,39407.69374,Rs20834.30748108024,"814 Glover Plains
Port Andrea, IN 33085-0999",
3794,50241.37341,7.103036736,7.241312619,4.38,53804.91829,"$1,376,146.81 ","05493 Palmer Terrace
Kimberlyton, TN 20895",
3795,55159.12375,5.724654547,?,,27911.73159,Rs10197.331773515754,"05581 Williams Mews Suite 810
West Ashley, UT 88476-6322",
3796,64298.65142,7.004974009,7.0257819,3.39,35999.97553,"$1,206,986.89 ","9971 Jay Junctions
East Davidmouth, VI 16466-3291",
3797,56348.35334,6.336786948,4.891681432,2.2,23476.9736,Rs8656.313414424481,"1629 James Pines
Port John, LA 49420",
3798,97669.06449,6.888762611,?,,43203.27106,"$2,102,244.50 ","0646 Martin Pass
Kimberlyberg, GU 73453",
3799,69970.31801,6.841783399,7.366424943,4.24,33649.36857,Rs19066.02405199107,"24925 Whitney Point Suite 416
Melissamouth, VT 50514",
3800,63402.76833,5.530011009,6.621723068,2.1,32620.83746,"$832,559.80 ","04560 Chad Plains
Clarkshire, ME 86546",0.176685822
3801,69091.41138,7.07853903,?,,32707.83443,Rs17857.382092218646,"Unit 8410 Box 5521
DPO AP 20914-6877",
3802,57876.99536,3.485869967,5.961239759,4.25,36800.46042,"$579,710.11 ","367 Morgan Lodge Suite 363
West Laurenton, PR 70182",
3803,65718.30197,4.907384606,4.147430722,4.14,54798.51145,Rs13276.288365306362,"410 Benjamin Row
West Cody, TN 04841",
3804,61601.58059,5.497874148,?,,17410.3896,"$745,523.84 ","3955 Tucker Square Apt. 923
Allenview, CO 55555-8106",
3805,65864.97112,5.737810489,8.059131686,6.33,18092.39859,Rs13392.955478368704,"770 Bianca Pine Suite 492
West Brandonview, VI 71611",
3806,53230.11971,6.274359673,10.02437537,3.06,27360.81222,"$1,311,432.39 ","71718 Barrett Ramp
Caseybury, NH 91777-4042",
3807,85683.85595,6.597538708,?,,26428.91317,Rs16625.825943752985,"25869 Albert Isle Apt. 057
Lake Victorborough, TX 80274-9001",
3808,78792.35527,5.735399275,6.559514913,4.01,29578.2212,"$1,341,449.57 ","Unit 0248 Box 7958
DPO AA 89432-7985",
3809,63830.17385,4.591533313,7.399103497,4.02,29862.95877,Rs13604.491776996763,"615 Hale Camp Suite 218
Josephside, ND 69787",
3810,59930.15607,7.055711218,?,,44095.46156,"$1,320,897.01 ","21153 Wayne Hills Suite 053
North Keith, FL 12086-3774",
3811,80898.97216,5.559223352,6.801835856,4.37,37530.43139,Rs19246.267161093958,"Unit 4225 Box 8935
DPO AP 67094-7879",
3812,47904.68551,6.285249312,8.051999209,3.4,33853.9196,"$884,015.23 ","Unit 3397 Box 4463
DPO AA 91280",
3813,71068.99611,4.746896448,?,,35724.01849,Rs18074.092715329632,"USNV Wright
FPO AA 70734-4928",
3814,67622.21961,5.813927735,5.071111867,4.16,35359.84847,"$841,392.49 ","USCGC Joseph
FPO AA 84443",
3815,60437.72266,5.102177023,5.66960027,2.42,30461.70341,Rs8262.190015525146,"3025 Calderon Lakes Suite 215
Sharpfort, DE 51855",
3816,77628.22158,6.215553684,?,,26257.11685,"$1,446,982.76 ","7836 Smith Fork
Mcintoshhaven, CT 99600",
3817,90244.7618,6.854701347,6.151475525,4.17,17771.3799,Rs21009.067159600174,"8716 Fischer Mountains
South Frankstad, GU 09517",
3818,74439.56614,4.180214591,7.964413567,5.28,44079.38816,"$1,351,639.84 ","7729 Avila Glens Apt. 852
Butlerhaven, NH 43950-2402",
3819,80819.28657,6.207741052,?,,34535.99071,Rs20584.022060790616,"11042 Shawn Skyway
Veronicamouth, MS 91207-6056",
3820,73003.49571,5.152463665,6.820051097,4.43,23500.00687,"$1,101,239.49 ","562 Medina Heights Apt. 359
West Robertton, MA 89628-9347",
3821,66964.38136,4.999618369,7.47386643,3.2,36043.91711,Rs13789.079323481456,"03150 Savannah Island Suite 695
Davisborough, PR 91379-3601",
3822,73617.16103,4.949914268,?,,29735.35798,"$1,139,360.43 ","112 Everett Points Suite 792
Stephaniehaven, FM 48187",
3823,68751.08325,4.979127981,7.380271214,6.1,25504.96032,Rs14884.690045847698,"066 Brandon River Suite 915
West Brenda, VI 79772",
3824,78693.8408,5.791574195,6.453815823,3.15,44210.15524,"$1,526,013.33 ","0608 Pamela Mews Apt. 981
Camposfort, NH 70888",
3825,64317.65144,6.5663511,?,,22295.72191,Rs13601.307218424858,"464 Shelia Squares
Port Maryberg, IA 30439-2823",0.6913259
3826,71939.37104,6.994091107,8.025891006,6.11,40053.8781,"$1,617,072.28 ","2314 Jeffrey Prairie
Goodmanfort, MO 09014-1562",
3827,71868.45489,6.44989432,7.529148738,5.22,42187.81234,Rs20899.763574150315,"44216 Lawrence Branch Suite 013
West Matthew, CA 71303-7984",
3828,84855.8418,4.273395859,?,,43119.69703,"$1,134,273.42 ","87336 Dorsey Union
Hillmouth, WI 61461-5466",
3829,72969.67332,4.829483144,7.808808095,4.06,40262.82796,Rs19130.70748410904,"88392 Joyce Locks Suite 992
Lake Scottview, ME 38475-3916",
3830,68599.04341,4.526574352,8.781110948,5.45,44339.96289,"$1,234,837.21 ","Unit 6023 Box 7633
DPO AA 46376",
3831,64644.89881,3.23205949,?,,45329.50884,Rs11511.81565058308,"3593 Smith Shores Apt. 821
Jennaville, SD 31313-9212",
3832,62677.19299,6.239752521,6.036458018,2.31,50162.61135,"$1,246,410.34 ","PSC 8807, Box 1732
APO AP 16899-9076",
3833,63380.81467,5.344664036,6.001574335,2.45,40217.33358,Rs12439.724808284333,"3499 Stuart Plains Suite 304
Aaronhaven, NE 83521",
3834,73515.39286,5.997008831,?,,35015.07815,"$1,468,030.41 ","064 Kristy Tunnel
Allenfurt, GU 60403",
3835,58518.00019,5.988531573,7.834867501,4.3,44011.41991,Rs14504.038503589742,"7407 Thompson Row
Rachelton, VA 34324",
3836,60015.33707,6.1183064,8.728825463,5.36,27854.68792,"$1,260,484.46 ","96095 Erin Meadows Apt. 708
Tracyfurt, KY 13198-2585",
3837,73724.21451,6.514715094,?,,33025.44312,Rs13614.960697966833,"USNV Byrd
FPO AA 21590",
3838,81850.98839,6.385530181,4.334884494,2.39,42634.95086,"$1,375,467.27 ","739 Melissa Parkway
Brendanville, AR 09959",
3839,81559.19834,4.9981194,4.802796916,2.03,45777.55156,Rs16330.564759342466,"251 Jenna Shore
Port Brianchester, MH 40145",
3840,62041.42829,6.692077853,?,,46069.97691,"$1,376,898.06 ","1500 Chen Tunnel
Port Williamburgh, NM 21980-9681",
3841,76935.85041,5.396363142,9.349175609,6.5,25763.64325,Rs21895.522881540626,"75974 Mueller Grove
Port Brian, WA 54211",
3842,70564.46384,6.335995236,6.4694657,4.43,36308.24471,"$1,210,573.86 ","21869 Willis Flats Suite 963
Rachelberg, VI 51379",
3843,70885.5117,7.489075381,?,,39730.15754,Rs16621.268803842253,"68634 Bowman Wall Apt. 657
South Lindsaystad, AL 23019",
3844,51742.0517,4.976384786,6.862250095,3.22,45458.31172,"$812,059.06 ","568 Gloria Road Suite 451
Kimfurt, WV 22760-4628",
3845,61830.2395,6.099760912,6.54354236,3.16,37688.39048,Rs14064.747102226698,"70673 Christopher Mountains Apt. 785
West Mikeside, AR 76748",
3846,73582.86266,7.425390997,?,,36759.65255,"$1,384,432.15 ","004 Gilbert Rest Apt. 122
Josephtown, IA 22209-1112",
3847,73998.97605,5.702047487,4.779414719,3.2,49947.48099,Rs15108.353118151395,"PSC 8727, Box 9505
APO AE 83389-7909",
3848,62270.59377,5.486476594,7.841884408,5.07,56626.45629,"$1,470,476.99 ","8170 Nguyen Lakes Suite 553
Richardsland, VT 91383",
3849,61943.19165,7.202716558,?,,41204.71039,Rs17691.166073835615,"72922 Gerald Run
Bennettbury, IA 79096-0033",
3850,71108.05397,5.337521408,8.30426675,4.4,39238.48488,"$1,441,956.20 ","1601 Smith Grove
Angiefurt, ME 26214",0.426959977
3851,77485.71068,5.799168209,6.563428008,4.07,33296.59384,Rs17042.730420838852,"2911 Fowler Fork Suite 529
North Justinfort, IA 72280",
3852,56516.90365,5.323563633,?,,34169.93467,"$803,919.81 ","9920 Vasquez Road
North William, VT 10512-5275",
3853,86129.76402,7.002562785,6.43330846,4.45,43393.29754,Rs25068.36083309841,"1507 Jessica Brooks Suite 222
Scottberg, FL 04150",
3854,70030.02061,6.223011942,7.656969157,3.05,26782.55627,"$1,261,715.46 ","31625 Forbes Terrace Apt. 550
Masonview, WY 92231",
3855,68449.04732,8.390376004,?,,20145.88651,Rs24135.446489451413,"46215 Craig Causeway Suite 574
Joyport, DC 81001-1533",
3856,69518.48172,6.728847575,7.415805962,3.48,36570.18205,"$1,527,492.34 ","8847 Raymond Burgs Suite 427
North Richard, CT 27306-6334",
3857,62911.51832,6.28355989,6.056316024,3.25,39738.27109,Rs15107.790984317857,"7279 Gonzalez Branch
Jamesfurt, MO 42807-4704",
3858,78060.65073,6.377932267,?,,47151.72226,"$1,491,145.24 ","417 Fox Rue Suite 365
New Anitamouth, WV 41012",
3859,71714.70068,5.322018628,5.229619481,3.22,28294.09415,Rs11375.23744699972,"14889 Morrison Light
North Nicole, DC 75835-8124",
3860,58970.57957,5.686392608,7.688318694,6.22,18991.77717,"$973,688.76 ","15561 Cameron Cliffs
South Mark, NE 53966-8240",
3861,89716.84074,5.216626584,?,,60886.85261,Rs28079.890554189453,"852 Olson Manor Apt. 860
North Meaganhaven, MP 22777",
3862,58945.507,6.635288857,4.490071755,4.25,47225.66765,"$948,366.97 ","399 Lindsey Extension
Port Elizabethport, ME 70413",
3863,88090.37432,4.192968844,7.503210113,4.34,55833.58223,Rs21886.315497884803,"912 Michael Well
Lake Taylor, AK 56349",
3864,61269.49231,4.760420942,?,,41079.48627,"$999,369.80 ","07975 Olivia Drive Suite 412
Shelbyview, WY 49540",
3865,77910.2699,4.638074724,6.30458615,4.35,28126.82564,Rs13109.071661890443,"7319 Gray Street Apt. 003
Hamiltonshire, WI 70268",
3866,71500.87164,7.759013435,5.748082223,4.09,33741.7412,"$1,439,892.63 ","1296 Elizabeth Street
North Stephen, VA 49776-7211",
3867,77049.01999,5.614853827,?,,19146.68419,Rs10833.496550042326,"10594 Lee Burgs
South Daniel, NV 82349",
3868,72474.89346,6.702517795,7.31081825,3.16,33307.05501,"$1,304,511.90 ","3038 Smith Springs
Sarahville, MI 32945-5394",
3869,69866.02451,5.83202653,6.873508167,2.14,48601.33237,Rs16616.933462477427,"0307 Delgado Neck Apt. 340
Sarahfort, SC 76572-8997",
3870,78355.3537,5.41008633,?,,26740.95457,"$1,277,112.12 ","797 Jerry Loaf
Christinabury, DE 10481-0476",
3871,76541.47992,5.660339804,8.177654293,3.03,45686.08273,Rs23130.855471008694,"60984 Jeffrey Walk
Lake Devinport, NJ 48846-8791",
3872,68779.1743,5.198650574,7.836796128,6.11,18901.41543,"$869,924.06 ","649 Miller Fork Apt. 925
West Geraldside, VT 87236-9508",
3873,52034.91153,6.95535441,?,,20444.78627,Rs12823.032911842933,"3476 Romero Track Suite 459
Samanthaville, CO 31117",
3874,91937.80789,5.153942345,6.905806012,4.37,19332.41978,"$1,267,150.84 ","61051 Richard Locks Apt. 499
South Cindyberg, WV 41881",
3875,66467.92305,7.484255954,6.570454841,4.27,59258.48602,Rs24269.19377072124,"060 John Place Suite 221
New Susanmouth, DC 29629",0.474748467
3876,62399.28279,5.031460473,?,,29409.21187,"$716,344.63 ","1504 Michael Tunnel
Kathleenfurt, SC 35732-2763",
3877,63477.2577,7.5818281,7.023402557,5.31,28894.49794,Rs16058.674876561274,"004 Jessica Rapid Apt. 549
Chelseyshire, MI 32396",
3878,67396.96811,7.043434912,7.661429433,3.21,42768.37336,"$1,560,805.07 ","47072 Middleton Isle
Wrighttown, NE 39331",
3879,80371.44642,7.497837318,?,,18859.2903,Rs21923.226988660517,"27895 Snyder Trace
Michaelstad, NM 96388",
3880,64276.53753,6.993607044,9.382365597,4.14,40728.77666,"$1,586,312.16 ","4618 Yolanda Valley Suite 686
Ashleyborough, NH 90179-9423",
3881,59084.7252,7.086564276,6.144058873,2.11,42955.90836,Rs14310.055254174722,"173 Robert Viaduct Suite 666
Duartehaven, IN 29424",
3882,55040.23986,6.11305499,?,,58040.67422,"$1,090,888.96 ","198 Jason Mall Apt. 708
Laurieside, CT 55153",
3883,77803.18625,6.646958009,7.161329308,5.38,42090.9482,Rs20909.0881928625,"Unit 3061 Box 5285
DPO AP 84263-3820",
3884,49767.03433,6.656389733,7.020757423,4.06,40776.07911,"$927,978.91 ","556 Morgan Locks
Griffithton, ND 65308",
3885,56741.4166,5.785098314,?,,26252.12933,Rs13133.426482524208,"099 Robin Wall
North Andrea, VT 47173",
3886,65904.80993,6.305504899,7.391576554,3.26,43800.05086,"$1,636,414.89 ","18209 Francis Hollow
South Mistytown, ID 70388",
3887,73019.81772,7.277487017,5.754071063,2.43,50931.75153,Rs20566.515930189253,"413 Ruiz Harbor
East Dwaynefurt, AR 67836",
3888,57521.6855,5.31838063,?,,29113.40873,"$806,255.88 ","19677 Harris Port
Duarteberg, ME 21314",
3889,71486.95568,4.924755233,6.888194935,2.2,41479.08232,Rs14684.549259177129,"1494 Jesse Square
Tracyshire, OR 66419-4633",
3890,81107.896,6.537477886,8.391016041,6.3,40936.98964,"$1,787,324.51 ","Unit 9428 Box 9990
DPO AE 77397",
3891,72006.81109,5.71778448,?,,37402.08393,Rs16474.5770210337,"79128 David Stream Suite 581
Gibsonview, DC 25798-0052",
3892,66071.92533,6.354552332,6.733598516,2.27,19935.30267,"$1,033,626.41 ","1029 Warner Mountain
South Danielleville, DE 93493-7910",
3893,72655.35365,5.923908294,7.378111938,3.02,38039.25299,Rs17811.31109703491,"7824 Alexander Wells
South Michael, RI 90908",
3894,60685.9264,6.240501135,?,,27530.56599,"$943,469.81 ","955 Yates Spurs
Wandaborough, MS 55302",
3895,81044.94476,6.181163444,6.075156455,4.48,38512.4832,Rs18439.976680872463,"6333 Courtney Mountains
South Amandashire, MA 58101",
3896,58318.8615,6.643225713,7.028824446,4.29,29491.63527,"$859,208.72 ","20090 Stephanie Branch Suite 447
Amandaberg, PA 77785",
3897,65674.59699,6.583891772,?,,34492.79331,Rs16461.7279398672,"3159 Griffith Plains Apt. 215
West Briantown, AZ 75098",
3898,78859.80766,5.834477296,6.948152214,3.15,38198.79736,"$1,248,845.21 ","0865 Amy Circles
East Erinburgh, VT 38076-2616",
3899,75844.98746,5.876525483,6.686444473,4.17,31903.37547,Rs14785.500195057957,"985 Matthew Circles Apt. 923
Dannymouth, MO 92329",
3900,77615.85134,6.20060293,?,,36591.52345,"$1,466,411.79 ","0243 Banks Cove Suite 863
Williamchester, OR 45035",0.741410232
3901,55988.13923,7.187558599,6.083343255,3.43,55042.91443,Rs19387.133443087117,"Unit 7390 Box 2056
DPO AP 25324",
3902,79571.60308,7.27567668,4.29822055,3.3,43601.7107,"$1,457,230.65 ","USNS Hoffman
FPO AE 23485",
3903,68099.65344,4.916225148,?,,35347.133,Rs11167.202263210254,"89331 Matthew Station
East Timothyside, NE 40215-8990",
3904,69489.40343,3.394290808,7.861659356,5.34,28389.5975,"$694,472.11 ","915 Williams Shores Suite 900
North Paula, NC 10613",
3905,95212.46909,6.396503504,8.700428328,4.28,43890.03872,Rs28529.67387042858,"983 Joseph Roads
North Clintonstad, MH 00999",
3906,58533.13639,5.254805402,?,,49321.05718,"$1,285,312.24 ","683 Garza Port Apt. 033
Susanview, IN 68879-6525",
3907,61875.07597,5.902141852,6.152203519,4.18,35833.39308,Rs13000.076982138045,"213 Eaton Glen
Port Zacharymouth, IN 79205-6001",
3908,80422.26188,5.930012207,7.636755304,3.21,51383.02413,"$1,661,435.48 ","5790 Linda Drive
South Kelseychester, NH 66506-0128",
3909,41064.87217,5.087521122,?,,37600.68728,Rs7429.717122628015,"757 Howard Via
Lake William, NH 07208",
3910,68885.98661,5.638185034,5.604893614,3.37,21688.8083,"$871,325.26 ","91339 Page Haven Suite 833
Vegaland, WI 86775",
3911,70657.39833,7.253377051,6.349965618,2.31,22743.50723,Rs16619.80244694774,"4892 Dana Landing Apt. 954
Cathytown, NC 83325",
3912,78199.45501,5.097762701,?,,50241.0408,"$1,491,153.03 ","914 Black Roads Suite 378
Jacquelinetown, DE 52211",
3913,63536.04919,6.642536177,7.736523111,6.28,45842.39381,Rs20435.760642905276,"4370 Phillips Plain Apt. 677
Dudleyburgh, RI 34309",
3914,57191.89561,6.10770305,6.077955688,2.07,21518.52517,"$646,248.18 ","0551 Harris Mews Apt. 676
South Colleenstad, OK 76109",
3915,88733.44803,4.740032187,?,,32505.91637,Rs18639.246845542963,"5513 Ward Mission Suite 961
West Melissafort, NH 86610",
3916,46285.83806,6.388845621,8.76342664,3.42,42246.01753,"$1,153,321.60 ","4366 Lewis Crescent Suite 780
Paynefurt, VT 65844",
3917,71799.86053,4.633368994,7.239251808,3.37,33178.3664,Rs15133.74243779483,"PSC 9249, Box 8264
APO AE 94608",
3918,63700.88828,6.534634687,?,,52554.41103,"$1,312,466.97 ","1125 Timothy Landing Suite 089
North Michelleburgh, DE 43595-7674",
3919,61516.10033,5.447567553,7.808975224,4.26,44913.2108,Rs16320.024944584158,"4005 Desiree Circles Apt. 228
Kristinatown, CA 37998-8425",
3920,66749.5692,7.156438049,6.097469333,3.37,46553.97583,"$1,394,637.65 ","1630 Castillo Summit Apt. 619
East Karenborough, VA 26540-5015",
3921,85668.89693,5.332464491,?,,24272.72411,Rs16241.669496938464,"40806 Gonzalez Ports Suite 735
Richardbury, LA 07364",
3922,53562.40354,6.323327765,4.027930716,3.13,17964.4699,"$266,298.88 ","441 Ryan Courts Suite 717
Gonzalesport, NV 30350",
3923,61134.78903,5.510088341,6.430482045,4.04,49167.47598,Rs14034.235982286344,"696 Morales Mount
North Stephaniefurt, IL 15970-0880",
3924,70643.17931,7.863844807,?,,24298.96807,"$1,460,450.98 ","4119 Armstrong Garden Suite 396
Hawkinsville, AZ 45777",
3925,76635.9532,5.773928786,5.898447428,3.41,39792.55162,Rs16071.705480645604,"4764 Kevin Turnpike
North Kristy, MH 98016-2735",0.890076454
3926,74229.47176,6.738855398,6.486821315,2.24,20042.99352,"$1,110,394.03 ","27781 Emily Mission Suite 338
Diazfort, SD 77874",
3927,68742.98732,6.068787669,?,,34008.88188,Rs16247.550164820412,"PSC 7604, Box 4292
APO AP 69437-0477",
3928,42245.80078,4.878096045,7.328273933,4.34,53670.66263,"$862,865.82 ","1221 Moore Parkways Suite 970
South Zachary, GA 88442",
3929,57631.59791,5.651092761,4.960131756,4.27,33884.18379,Rs9401.340154072625,"483 Henry Locks
Wilcoxtown, SD 27970",
3930,71066.80865,4.51997251,?,,43419.88705,"$1,112,194.75 ","37016 David Glens Apt. 820
North Sydneyborough, MA 23001-0912",
3931,71813.75784,5.135510991,7.656990079,3.08,27307.96558,Rs13999.751354441754,"1566 Jesus Expressway Suite 832
Kathrynview, AK 07505",
3932,80154.87152,7.006200196,5.726046839,4.24,45608.50108,"$1,650,269.18 ","996 Cristina Park
Marshallmouth, OK 70984",
3933,71229.35796,4.850190809,?,,27168.84219,Rs9330.497587230317,"979 Amanda Mills Apt. 740
Jamesmouth, IN 33835-2971",
3934,65182.11557,3.639344477,7.014834535,4.12,32729.59673,"$779,106.02 ","97736 Brooks Lights
Port Rhonda, PA 26349",
3935,65258.21368,8.254232786,7.85838329,3.41,44352.88381,Rs23312.995921254573,"21023 Jennifer Summit
Port Brittanyburgh, PR 59046",
3936,79988.56869,5.351595602,?,,53109.81138,"$1,550,036.52 ","PSC 0911, Box 4735
APO AE 04626-3158",
3937,49664.26757,4.501301565,5.737675859,3.35,29403.51206,Rs7748.466199256641,"7886 Laurie Street Suite 487
Lindsayberg, OK 30647",
3938,73579.39609,7.590796628,8.374680413,5.04,37368.20507,"$1,537,765.66 ","6624 Tina Trail Apt. 796
Annaside, MN 18320-8664",
3939,75865.63461,5.741840454,?,,30350.78086,Rs13000.727552014965,"27680 Kayla Garden Apt. 502
Lake Amytown, VT 21723-8240",
3940,78048.80583,4.681211412,6.947967184,4.07,28727.0782,"$990,725.65 ","393 Mark Crescent Apt. 318
Sullivanmouth, MT 91498",
3941,69446.29705,6.258472411,7.789669785,3.04,22578.30787,Rs14571.244005423896,"4123 Debbie Plain
Juliatown, NE 39004",
3942,73005.84733,4.195004096,?,,36706.21104,"$1,217,309.13 ","6320 Christopher Spur
Sergioborough, MA 62426-1311",
3943,78146.85402,7.259068432,6.33247305,3.13,30040.12652,Rs21630.15562476852,"366 Olson Courts
Wongton, GU 39226",
3944,64042.76884,6.762606527,8.383208106,4.23,21350.91704,"$1,288,490.27 ","53458 Daniel Locks Apt. 694
Flemingburgh, HI 86115-0628",
3945,96899.01259,4.396518014,?,,50292.66772,Rs22630.419917734267,"69814 Parrish Lock
East Micheal, SC 69549",
3946,75059.77452,5.566034503,8.209029368,6.39,18699.18704,"$1,242,316.99 ","98184 Susan Bridge
Aaronchester, MD 67130",
3947,97076.1645,5.960819538,6.606163705,2.46,39915.65678,Rs26255.921656317605,"20831 Heather Common Suite 998
Lake Elizabeth, MS 95665-3322",
3948,75250.20708,6.619005844,?,,34098.3748,"$1,418,723.66 ","36847 George Turnpike Apt. 614
Wardside, FL 81978-4911",
3949,61099.3753,5.109617927,6.59578957,4.18,33249.1129,Rs9926.0030574629,"6096 Mack Circles Apt. 436
Diazchester, IA 07399",
3950,43401.44163,7.036778192,6.627467481,3.42,24589.41038,"$736,817.38 ","67815 Hunt View Apt. 776
West Melaniefort, CO 84268-8523",0.948969362
3951,76228.51344,6.297773989,?,,46694.14247,Rs24274.604896474026,"86237 Cynthia Ranch
Aprilton, GA 79580-2787",
3952,70698.54806,4.808135498,6.191056965,3.26,26598.06445,"$799,191.04 ","202 Cody Club
Lake Ruben, SD 83426",
3953,58719.36049,6.152436518,7.427891612,4.35,44957.01792,Rs17283.201498288458,"96658 Virginia Village Apt. 406
Melissaton, VT 79035-8774",
3954,73237.58306,7.181472304,?,,33995.11263,"$1,341,722.84 ","5160 Anderson Forks Suite 782
North Emily, VA 86170-3249",
3955,50817.79065,4.473663283,7.640863277,5.35,34818.2095,Rs10280.02768449879,"76188 Whitney Landing Apt. 911
East Shaneburgh, MT 56173-8113",
3956,60297.70333,6.577468443,7.248681841,6.37,33621.46062,"$1,243,748.12 ","777 Heather Station
New Danielborough, ME 21280",
3957,63558.346,6.259884035,?,,37969.65867,Rs15173.821267225516,"48129 Collier Prairie
Bridgesstad, SD 33921",
